region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,income_per_year_employed,age_category,income_age_ratio
3,-0.7272427716145548,-0.5324820689640741,1,11,-0.2386657611803586,4,-1.0902998117814928,0.0,0,2,2,3.0435201318536826,2,-0.14505345505634037
2,0.8653280280051062,1.4591474528943726,0,38,1.2474456947693975,4,1.390586262172937,0.0,0,1,4,-0.15931434353488122,3,0.9364008706391802
1,0.39692485164638236,1.2201519102713592,1,1,1.0137803715068572,2,0.5967027185075194,0.0,0,2,3,0.0025583892265040363,3,0.801410921797196
1,-1.1488056303374061,-0.054490983718046906,1,0,-0.3601717292768795,1,-0.9910643688233156,0.0,1,2,3,0.6715699726044833,2,-0.42966460118911637
2,1.708453745450809,1.2201519102713592,0,34,-0.5190641490954069,2,2.3829406917547087,1.0,1,1,3,-0.7069993507198377,3,-0.7306549335720366
3,-1.1956459479732786,-0.054490983718046906,0,7,-0.444291245651394,1,-0.39565171107425245,0.0,0,1,3,-0.4779135661085902,2,-0.546551838518744
2,-0.9614443597939166,-1.0901383350844394,0,0,-0.45363785858189565,2,-0.693358039948784,0.0,1,1,3,-0.32829824837133303,2,-0.38467229158207705
2,-0.39936054816344807,-1.0901383350844394,1,4,-0.5097175361649053,2,-0.2964162681160753,0.0,0,5,1,-0.5650878027305694,2,-0.49877649945147556
1,-1.2424862656091509,-0.4528168880897363,1,14,-0.1451996318753425,4,-0.09794538219972089,0.0,0,6,4,-0.34024093448783244,2,-0.019116218222708002
1,1.3337312043638299,0.10483937803062884,1,20,-0.01434705084831994,4,0.894409047382051,0.0,1,4,3,-0.4874708744425613,2,0.00496261978590748
1,1.3805715219997023,-0.054490983718046906,1,3,-0.03304027670932316,4,0.4974672755493422,0.0,0,2,2,-0.43390906089174985,2,0.024896877314991277
1,0.6311264398257442,0.7421608250253319,1,27,-0.13585301894484086,4,0.7951736044238739,0.0,0,5,2,-0.5217034152024215,3,-0.27839876464489227
3,0.5374458045539995,-0.054490983718046906,1,0,-0.38821156806838436,4,-0.2964162681160753,0.0,0,2,4,-0.4596677956528271,2,-0.46862701363232556
3,-1.2424862656091509,-0.6121472498384121,1,9,-0.4162514068598892,2,-0.2964162681160753,0.0,1,4,1,-0.4839954895938446,2,-0.4193510214247374
1,-1.4298475361526404,-0.4528168880897363,0,14,-0.45363785858189565,2,-0.1971808251578981,0.0,1,1,3,-0.5399491856581846,2,-0.5072286629973569
2,-0.25883959525583095,-0.6121472498384121,1,4,-0.47233108444289884,2,-0.9910643688233156,0.0,0,5,1,0.23367148166616955,2,-0.5133191926113009
1,0.959008663276851,0.8218260058996697,1,28,-0.26670559997186344,2,0.10052550371663348,0.0,0,4,2,-0.47651004530430074,3,-0.4344100232174559
3,-1.1956459479732786,-1.5681294203304665,0,0,-0.5003709232344037,4,-1.0902998117814928,0.0,0,1,4,0.9999938408082185,2,-0.35528181379753515
1,-1.3361669008808956,-1.249468696833115,1,3,-0.48167769737340044,2,-0.8918289258651384,0.0,0,5,1,-0.11908008047858318,2,-0.40368965956031017
1,0.7716473927333615,-1.1698035159587772,0,6,-0.28539882583286663,3,-0.5941225969906069,0.0,0,2,1,-0.17989931533112674,2,-0.00925536075251315
2,0.02220231055940335,0.2641697397793046,1,1,0.15389198190070905,2,0.6959381614656966,0.0,1,5,1,-0.390525928662567,2,0.17612875968715155
3,-0.39936054816344807,-0.6121472498384121,0,8,-0.5284107620259085,3,-0.693358039948784,0.0,1,1,2,-0.44507117928821666,2,-0.6072873637978642
1,1.0526892985485956,1.6184778146430485,1,36,-0.47233108444289884,1,-1.0902998117814928,0.0,0,2,1,1.2189430862773754,3,-0.7042867663130264
2,0.25640389873876523,0.8218260058996697,0,27,-0.444291245651394,2,-0.8918289258651384,0.0,1,1,3,-0.021769304714513434,3,-0.6289723263793789
2,0.5374458045539995,-0.13415616459238477,1,16,0.4623302086072622,4,0.10052550371663348,0.0,1,4,2,-0.038611554365986976,2,0.7544680503140838
2,0.9121683456409786,-0.21382134546672266,1,15,0.5557963379122783,2,0.894409047382051,0.0,1,2,3,-0.27547239867083806,2,0.9343528463953705
2,0.959008663276851,0.6624956441509939,1,1,0.023039400873686503,2,1.2913508192147598,0.0,1,4,4,-0.518054261111269,2,-0.08419787752599452
3,-0.02463800707646903,1.0608215485226833,0,24,-0.444291245651394,2,-0.8918289258651384,0.0,0,1,1,-0.021769304714513434,3,-0.6457288883741856
2,1.5679327925431918,0.7421608250253319,1,11,3.3691268299932635,4,1.1921153762565826,0.0,1,2,4,0.5803411203256679,3,3.6369417014619163
2,0.39692485164638236,-0.21382134546672266,0,16,0.013692787943184891,2,0.4974672755493422,0.0,0,1,4,-0.4124434485908521,2,0.14245013878894722
3,0.02220231055940335,0.42350010152798034,1,16,-0.13585301894484086,1,1.1921153762565826,0.0,0,2,1,-0.560019533159524,2,-0.2224177264911949
3,-0.3525202305275757,0.7421608250253319,1,22,-0.3508251163463779,3,-0.09794538219972089,0.0,1,6,3,-0.48620709813393703,3,-0.51853964656611
1,1.708453745450809,2.016803719014738,1,44,-0.2480123741108602,1,2.2837052487965313,1.0,0,2,3,-0.6452533465743029,4,-0.5308505678326746
1,-0.9146040421580443,-1.1698035159587772,0,5,-0.37886495513788276,3,-0.5941225969906069,0.0,0,4,1,-0.3015377850362138,2,-0.2064725101564116
3,-1.5235281714243851,0.10483937803062884,0,19,-0.15454624480584409,4,0.0012900607584562936,0.0,1,1,1,-0.3806027903445205,2,-0.18078841628055506
1,0.20956358110289286,1.2201519102713592,1,15,-0.5190641490954069,2,-0.1971808251578981,0.0,0,2,1,-0.5910373429343213,3,-0.7306549335720366
3,-0.9146040421580443,-0.21382134546672266,0,6,-0.3134386646243715,4,-0.7925934829069612,0.0,1,1,2,0.05121377710853885,2,-0.335422184766653
1,-0.7272427716145548,0.02517419715629097,0,4,-0.5657972137479149,3,-0.5941225969906069,0.0,0,1,1,-0.544814724446388,2,-0.7206457925308614
2,0.5842861221898719,0.10483937803062884,0,13,0.30343778878873484,5,0.39823183259116507,0.0,1,3,2,-0.24984143541155182,2,0.425998301536556
2,1.3337312043638299,0.5031652824023182,1,13,0.12585214310920423,2,1.2913508192147598,0.0,0,2,3,-0.4859417051091259,2,0.07332932056036934
1,-1.2893265832450234,0.34383492065364246,0,3,-0.29474543876336823,2,-0.2964162681160753,0.0,0,1,1,-0.3785754825161024,2,-0.40368965956031017
1,0.20956358110289286,-0.29348652634106054,1,10,0.06977246552619455,3,0.10052550371663348,0.0,0,2,3,-0.2744030494866175,2,0.25491182094902465
2,0.11588294583114811,2.335464442512089,0,27,-0.6312235042614263,2,0.10052550371663348,1.0,0,1,1,-0.6954592907734575,4,-0.8611778920507621
1,1.474252157271447,2.096468899889076,0,28,1.5558839214759506,1,3.5737660072528348,0.0,1,1,3,-0.3806027903445205,4,0.9745101845092866
1,-0.44620086579932045,0.02517419715629097,0,0,0.023039400873686503,4,0.39823183259116507,0.0,1,1,4,-0.3866847138297748,2,0.07808366255492759
3,0.25640389873876523,-0.6121472498384121,1,15,0.05107923966519133,5,-0.9910643688233156,0.0,1,2,4,2.2771977727116335,2,0.3637170717966245
2,-1.5703684890602576,-0.8511427924614257,0,2,-0.5284107620259085,1,-0.49488715403242967,0.0,0,1,1,-0.5326508774758794,2,-0.5754594348475766
3,-0.7272427716145548,0.5031652824023182,1,29,-0.5003709232344037,2,-0.7925934829069612,0.0,0,2,4,-0.3137016320067226,2,-0.6699328112555731
2,-0.21199927761995854,0.9014911867740076,0,2,2.555971505039623,3,1.9859989199219998,0.0,1,1,3,0.04893305580156846,3,2.590289933088308
2,0.44376516928225473,0.8218260058996697,1,4,0.8548879516883299,4,1.7875280340056454,0.0,1,4,2,-0.3404620953418417,3,0.7944045230683734
2,-0.11831864234821379,-1.1698035159587772,1,7,-0.29474543876336823,2,-0.39565171107425245,0.0,0,4,1,-0.3319474024624856,2,-0.028977075692902973
1,-1.1956459479732786,-1.249468696833115,0,6,-0.40690479392938755,3,-0.7925934829069612,0.0,0,1,2,-0.13124392744909186,2,-0.23984772005553293
2,1.240050569092085,0.9811563676483455,1,2,-0.2573589870413618,4,-0.7925934829069612,0.0,0,2,4,0.16068839984311728,3,-0.44313308944108987
2,-1.4766878537885129,-0.5324820689640741,0,16,0.780115048244317,5,-0.49488715403242967,0.0,1,1,4,0.9270107589851662,2,1.513261032645583
1,0.3032442163746376,0.42350010152798034,1,17,1.256792307699899,4,0.5967027185075194,0.0,0,2,3,0.10797839630424623,2,1.4656771502149406
3,-0.39936054816344807,0.7421608250253319,1,3,0.023039400873686503,5,0.0012900607584562936,0.0,0,3,2,-0.2650462441246877,3,-0.10090333018138363
2,0.11588294583114811,0.02517419715629097,0,1,-0.444291245651394,4,-0.39565171107425245,0.0,1,1,1,-0.4779135661085902,2,-0.5558286033861748
3,0.7716473927333615,1.5388126337687107,1,3,-0.22931914824985697,5,-0.9910643688233156,0.0,1,2,2,1.1824515453658493,3,-0.47352392885742833
3,-0.02463800707646903,-0.6918124307127499,0,9,-0.042386889639824774,5,-0.693358039948784,0.0,1,1,4,0.313952871671527,2,0.24174828394335762
3,-1.5235281714243851,-1.7274597820791422,1,1,-0.5657972137479149,2,-1.0902998117814928,0.0,1,4,1,0.48911226804685254,1,-0.4835626050688891
2,-0.8677637245221719,-0.6918124307127499,0,9,-0.5097175361649053,5,-0.7925934829069612,0.0,0,1,4,-0.3319474024624856,2,-0.5650491454362271
1,0.9121683456409786,0.9014911867740076,1,21,-0.40690479392938755,1,-0.2964162681160753,0.0,0,2,3,-0.47588625828017206,3,-0.5945809758701214
3,0.35008453401051,-0.4528168880897363,1,5,0.27539794999723,1,0.7951736044238739,0.0,1,3,2,-0.3611406351917066,2,0.6464916610154495
2,0.5374458045539995,-1.3291338777074528,1,5,-0.5284107620259085,1,-0.9910643688233156,0.0,1,2,3,0.014722236197012706,2,-0.4888874681027944
3,1.3805715219997023,1.299817091145697,0,30,0.05107923966519133,2,0.4974672755493422,0.0,1,1,2,-0.3952709587501339,3,-0.17416970120232478
1,-1.0551249950656614,-1.7274597820791422,0,1,-0.5657972137479149,3,-1.0902998117814928,0.0,0,5,4,0.48911226804685254,1,-0.4835626050688891
3,1.3337312043638299,-1.3291338777074528,1,4,-0.01434705084831994,3,-0.8918289258651384,0.0,1,6,3,1.0973046165722882,2,0.6825823993563629
2,-1.1019653127015336,-1.4087990585817909,0,2,-0.5471039878869117,1,-1.0902998117814928,0.0,0,1,3,0.6350784316929571,2,-0.5146243061000031
1,-0.3056799128917033,-0.7714776115870878,1,0,-0.26670559997186344,4,-0.7925934829069612,0.0,1,3,2,0.1424426293873542,2,-0.12080631088409323
2,-0.5867218187069376,0.42350010152798034,0,21,0.8922744034103363,3,1.0928799332984054,0.0,1,1,2,-0.2026404205368604,2,1.0238268133589723
2,-1.008284677429789,-0.5324820689640741,0,4,-0.28539882583286663,3,-0.09794538219972089,0.0,1,1,2,-0.4397633187919947,2,-0.22112292696927274
1,-0.02463800707646903,1.5388126337687107,0,23,-0.3414785034158763,2,0.0012900607584562936,0.0,0,1,1,-0.5022412600496077,3,-0.5782753328031056
3,-0.44620086579932045,-0.21382134546672266,0,8,0.25670472413622675,3,0.19976094667481067,0.0,1,1,4,-0.20422700927214413,2,0.4974410077159647
1,-1.0551249950656614,0.9811563676483455,0,2,-0.4349446327208924,4,-0.8918289258651384,0.0,0,1,1,0.0025583892265040363,3,-0.6304893813747934
2,1.5679327925431918,-0.13415616459238477,1,13,-0.3414785034158763,2,0.5967027185075194,0.0,0,3,2,-0.5853608810147505,2,-0.39037750197554705
3,1.1932102514562128,0.6624956441509939,1,30,0.22866488534472193,4,-0.1971808251578981,0.0,1,3,2,-0.007172688349903029,2,0.1500960959658369
2,0.44376516928225473,-1.5681294203304665,1,2,-0.38821156806838436,4,-1.0902998117814928,0.0,1,5,2,1.8757908226848459,2,-0.06483473922088448
2,-1.5235281714243851,-0.3731517072153984,0,13,-0.5003709232344037,1,-0.7925934829069612,0.0,1,1,1,-0.3137016320067226,2,-0.5907794418326572
2,0.8184877103692338,-1.5681294203304665,0,1,-0.4910243103039021,4,-1.0902998117814928,0.0,0,2,2,1.0729769226312709,2,-0.3310778909161475
1,1.099529616184468,0.02517419715629097,0,1,-0.08911995429233283,2,0.9936444903402282,0.0,1,1,3,-0.526016051855602,2,-0.07405528127093691
1,-1.0551249950656614,-0.6121472498384121,0,11,-0.5377573749564101,3,-1.0902998117814928,0.0,1,1,1,0.7080615135160093,2,-0.6229487256622915
3,-0.21199927761995854,-0.8511427924614257,0,4,-0.27605221290236504,1,0.39823183259116507,0.0,0,1,3,-0.5326508774758794,2,-0.11168104157195723
1,0.20956358110289286,-1.0104731542101013,1,6,-0.3508251163463779,2,-0.2964162681160753,0.0,1,5,3,-0.4272308703981372,2,-0.20171209620528302
1,0.5842861221898719,1.0608215485226833,0,15,0.013692787943184891,1,1.390586262172937,0.0,0,1,3,-0.5298438358673004,3,-0.17133199989898978
3,-1.5235281714243851,-0.8511427924614257,0,1,-0.46298447151239724,1,-1.0902998117814928,0.0,0,1,1,1.2919261681004277,2,-0.45522059214649013
2,0.724807075097489,0.5031652824023182,0,12,-0.12650640601433927,2,1.0928799332984054,0.0,1,1,1,-0.5485167648287168,2,-0.22619422509680154
3,-0.11831864234821379,-0.054490983718046906,0,15,-0.37886495513788276,2,0.0012900607584562936,0.0,0,1,1,-0.526568953990625,2,-0.45563954281792246
3,-1.008284677429789,0.42350010152798034,1,7,-0.27605221290236504,1,0.19976094667481067,0.0,0,2,1,-0.5013724138374284,2,-0.39236016374349053
1,-0.8677637245221719,0.02517419715629097,1,6,0.49971666032926865,5,-0.49488715403242967,0.0,0,3,2,0.6142261226006565,2,0.7246741738148521
3,-0.7740830892504271,-1.0104731542101013,1,9,-0.5564506008174134,2,-0.8918289258651384,0.0,0,3,1,-0.3137016320067226,2,-0.6056672229153373
2,1.0526892985485956,-0.4528168880897363,0,10,-0.3695183422073811,2,0.29899638963298786,0.0,1,1,2,-0.5667096489933038,2,-0.3741070871497254
3,-0.63356213634281,-1.4884642394561287,0,3,-0.37886495513788276,2,-0.693358039948784,0.0,1,3,4,-0.21152531745444933,2,-0.0795675618443378
2,-0.3056799128917033,-0.8511427924614257,1,1,-0.1638928577363457,4,-0.49488715403242967,0.0,0,5,2,-0.1260308501760167,2,0.09444268877276257
3,-1.008284677429789,-1.5681294203304665,1,2,-0.6031836654699214,3,-1.0902998117814928,0.0,1,4,2,0.1971799407546434,2,-0.621524965492798
2,1.6147731101790643,1.7778081763917242,1,18,0.1912784336227155,1,1.9859989199219998,0.0,1,2,4,-0.5280894348619386,3,-0.12080631088409323
1,1.240050569092085,0.8218260058996697,1,2,1.0978998878813717,1,1.1921153762565826,0.0,0,2,3,-0.15861258313273646,3,1.0606476747636364
2,-1.3361669008808956,-0.5324820689640741,1,0,-0.28539882583286663,1,0.29899638963298786,0.0,0,5,1,-0.5229197998994725,2,-0.22112292696927274
1,0.959008663276851,0.42350010152798034,1,19,-0.11715979308383766,2,1.0928799332984054,0.0,0,3,4,-0.5453435873581494,2,-0.19975873485755546
1,0.6779667574616166,0.6624956441509939,1,22,0.6773023060087993,5,-0.5941225969906069,0.0,1,4,2,1.0729769226312709,2,0.6612829472207419
2,1.0058489809127233,-0.21382134546672266,0,6,0.2660513370667284,5,-0.2964162681160753,0.0,0,1,3,0.10797839630424623,2,0.5110945026746961
3,-1.5703684890602576,-0.13415616459238477,0,19,-0.2480123741108602,4,0.29899638963298786,0.0,1,1,1,-0.5034576447466584,2,-0.2572559261279156
2,0.20956358110289286,-0.29348652634106054,0,17,0.17258520776171227,4,-1.0902998117814928,0.0,1,1,1,6.254775732067983,2,0.4090525929831242
2,-1.383007218516768,0.10483937803062884,0,4,-0.4162514068598892,5,-0.39565171107425245,0.0,0,2,3,-0.4505449104249456,2,-0.5275236836046185
3,-0.5867218187069376,-1.3291338777074528,1,6,-0.3695183422073811,2,-0.9910643688233156,0.0,1,3,3,0.6350784316929571,2,-0.12679678179723664
3,-1.1488056303374061,-0.7714776115870878,0,6,0.44363698274625896,4,-0.5941225969906069,0.0,0,1,4,0.7688807483685528,2,1.1438486596684059
1,-0.3056799128917033,-0.3731517072153984,1,13,0.6305692413562912,5,-1.0902998117814928,0.0,1,4,4,9.830946741397543,2,1.1505946854714957
1,0.3032442163746376,0.18450455890496673,1,2,0.2006250465532171,2,0.9936444903402282,0.0,0,3,3,-0.423176254741301,2,0.26191821967784734
1,-0.7272427716145548,-0.6121472498384121,1,2,-0.5190641490954069,4,-1.0902998117814928,0.0,1,3,4,0.8540276771621139,2,-0.591626001933437
2,1.708453745450809,1.4591474528943726,1,21,-0.4349446327208924,1,2.68064702062924,1.0,0,2,2,-0.6935879297010715,3,-0.6610580395323976
1,-1.5703684890602576,-0.4528168880897363,0,3,-0.4910243103039021,1,-0.49488715403242967,0.0,1,1,3,-0.4909462592912781,2,-0.5663938078185264
3,0.49060548691812716,-1.3291338777074528,0,5,-0.19193269652785053,5,-1.0902998117814928,0.0,1,2,1,3.408435540968944,2,0.277892808779563
2,0.16272326346702048,0.7421608250253319,1,21,-0.3414785034158763,5,0.894409047382051,0.0,0,6,4,-0.6091093441476484,3,-0.5080987386564917
3,-0.5398815010710653,-1.3291338777074528,1,1,-0.5377573749564101,3,-0.9910643688233156,0.0,1,2,2,-0.021769304714513434,2,-0.5101869202384154
3,1.099529616184468,0.10483937803062884,1,4,0.21931827241422033,2,1.0928799332984054,0.0,1,5,2,-0.4311091984177197,2,0.3145476798966785
1,1.3805715219997023,-0.3731517072153984,0,8,-0.20127930945835215,2,0.39823183259116507,0.0,0,1,2,-0.49615933656435324,2,-0.1302507470084184
2,0.6779667574616166,-1.1698035159587772,1,5,-0.5190641490954069,2,-0.5941225969906069,0.0,1,3,1,-0.4839954895938446,2,-0.5022982342622595
1,1.0058489809127233,-0.3731517072153984,0,11,0.2847445629277316,4,-0.1971808251578981,0.0,1,1,3,0.03661716074392844,2,0.6181083820809694
3,1.1932102514562128,0.5031652824023182,0,14,0.3501708534412429,4,0.894409047382051,0.0,1,1,4,-0.3519308653426071,2,0.3395724722556325
3,-0.0714783247123414,0.9811563676483455,0,31,-0.22931914824985697,4,1.0928799332984054,0.0,0,1,4,-0.5834217170049593,3,-0.4135505170305051
3,0.11588294583114811,0.9014911867740076,0,13,1.5371906956149475,4,0.10052550371663348,0.0,0,1,4,0.6070080156071679,3,1.495176592153075
1,-1.5235281714243851,-1.4087990585817909,1,2,-0.5377573749564101,2,-0.7925934829069612,0.0,1,5,3,-0.3866847138297748,2,-0.4924373767920645
2,-1.4766878537885129,0.42350010152798034,0,5,0.42494375688525576,4,0.0012900607584562936,0.0,0,1,1,-0.0035235342587503636,2,0.4573520225179873
2,-0.9614443597939166,-0.5324820689640741,0,0,-0.40690479392938755,1,0.10052550371663348,0.0,0,1,1,-0.5607212935616688,2,-0.41890355394289663
1,-0.4930411834351928,-1.0104731542101013,1,8,-0.4349446327208924,4,-0.7925934829069612,0.0,1,5,2,-0.18598123881638107,2,-0.3669664662230326
3,-0.6804024539786824,0.18450455890496673,0,25,-0.28539882583286663,1,0.10052550371663348,0.0,1,2,3,-0.4877382117386165,2,-0.3673837752382289
3,0.6779667574616166,-0.3731517072153984,1,11,-0.27605221290236504,3,-0.2964162681160753,0.0,1,2,3,-0.3623570198887574,2,-0.24538292071447806
2,1.3805715219997023,1.7778081763917242,1,22,-0.6031836654699214,2,-0.5941225969906069,1.0,1,3,3,-0.593470112328423,3,-0.8280146825746356
2,1.099529616184468,0.8218260058996697,1,18,0.0043461750126832805,1,1.390586262172937,0.0,0,2,1,-0.5326508774758794,3,-0.13744650786504717
3,-0.3056799128917033,-1.249468696833115,0,7,-0.40690479392938755,1,-0.39565171107425245,0.0,1,2,3,-0.441422025197064,2,-0.23984772005553293
1,1.1463699338203404,0.34383492065364246,0,17,0.03238601380418811,5,-0.1971808251578981,0.0,1,1,2,-0.1604371601783128,2,0.0014629625846552963
1,1.6616134278149366,0.2641697397793046,1,14,0.07911907845669616,2,1.390586262172937,0.0,0,2,2,-0.5101945446072479,2,0.08146452797328024
3,0.11588294583114811,-1.1698035159587772,1,0,-0.48167769737340044,4,-0.8918289258651384,0.0,0,4,4,-0.11908008047858318,2,-0.42341137450070004
3,-0.9146040421580443,-0.6121472498384121,1,5,-0.2480123741108602,2,-0.2964162681160753,0.0,1,5,1,-0.33802932594773993,2,-0.13744650786504717
3,-1.3361669008808956,-0.8511427924614257,0,10,-0.1732394706668473,3,-0.09794538219972089,0.0,0,1,1,-0.36014541134866496,2,0.07726571124403595
1,1.099529616184468,0.9014911867740076,0,21,0.32213101464973803,4,0.4974672755493422,0.0,0,1,2,-0.27077040740492714,3,0.18907811213857725
2,-0.63356213634281,1.1404867293970211,1,14,-0.19193269652785053,4,1.6882925910474684,0.0,0,2,4,-0.60815061729283,3,-0.3941809755711937
1,-0.8209234068862995,0.5031652824023182,1,20,-0.3414785034158763,1,-0.8918289258651384,0.0,1,2,1,0.24583532863667823,2,-0.48134391213809524
2,1.3337312043638299,0.34383492065364246,1,19,0.8455413387578282,2,1.4898217051311142,0.0,1,2,4,-0.2974831693793776,2,1.0085566233449978
2,-1.3361669008808956,-0.6918124307127499,0,4,-0.45363785858189565,4,-0.693358039948784,0.0,1,3,1,-0.32829824837133303,2,-0.46823345391067694
3,1.3805715219997023,1.299817091145697,0,13,0.8361947258273266,2,0.29899638963298786,0.0,1,2,2,0.06094485468494578,3,0.597017358880506
3,-1.3361669008808956,-1.4087990585817909,0,5,-0.45363785858189565,2,-0.7925934829069612,0.0,0,3,1,-0.22247277972790722,2,-0.2927550130206173
1,1.3337312043638299,1.0608215485226833,0,28,0.24735811120572515,1,1.4898217051311142,0.0,1,1,3,-0.4704801040710571,3,0.0707072289148857
3,0.3032442163746376,-1.5681294203304665,1,0,-0.29474543876336823,4,-1.0902998117814928,0.0,0,2,4,2.605621640915369,2,0.1772044895929909
3,-0.11831864234821379,-1.249468696833115,0,5,-0.29474543876336823,4,-0.9910643688233156,0.0,1,3,4,0.9270107589851662,2,0.005915189201632877
